Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2013;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;24;5
2021;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;38;4
2015;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;87;13
2010;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;49;5
2020;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;74;8
2013;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;71;21
2016;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;50;20
2022;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;52;9
2018;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;53;16
2020;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;55;19
2023;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;17;5
2014;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;59;4
2015;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;126;15
2012;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;65;12
2011;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;119;40
2016;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;23;7
2014;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;68;21
2020;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;29;9
2022;9003;PPGPSSS;Programa de Pós-Graduação em Política Social e Serviço Social;Mestrado Acadêmico;56;15
2020;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;77;23
2015;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;72;15
2016;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Mestrado Acadêmico;51;13
2013;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;63;14
2020;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;59;16
2011;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;24;0
2020;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Mestrado Acadêmico;38;2
2010;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;35;11
2014;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;87;20
2020;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;84;15
2017;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Mestrado Acadêmico;46;3
2023;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;44;12
2011;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;62;6
2019;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;45;19
2017;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;42;5
2011;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;44;13
2018;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;60;13
2012;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;86;17
2023;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;279;75
2018;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;409;44
2017;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;96;40
2019;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;67;13
2012;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;101;13
2013;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;60;16
2012;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;175;59
2020;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;42;5
2013;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;30;0
2023;11577;PPGCIN;Programa de Pós-Graduação em Ciência da Informação;Mestrado Acadêmico;51;19
2011;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;95;29
2021;10402;PPGANS;Programa de Pós-Graduação em Alimentação, Nutrição e Saúde;Mestrado Acadêmico;38;8
2015;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;119;41
2022;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;91;20
2019;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;46;16
2023;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;62;9
2017;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Doutorado;19;1
2015;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;119;25
2010;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;339;51
2013;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;125;40
2017;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;40;9
2019;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Mestrado Acadêmico;63;18
2022;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;1;0
2017;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;47;5
2017;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;110;25
2016;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Doutorado;86;5
2018;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;55;11
2012;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;17;0
2022;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;121;17
2014;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;40;5
2010;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Mestrado Acadêmico;99;20
2017;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Doutorado;41;2
2021;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;119;25
2020;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;104;9
2015;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Profissional;6;1
2021;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;10;6
2020;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;249;21
2010;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;71;24
2020;1433;PGGEA;Programa de Pós-Graduação em Geografia;Mestrado Acadêmico;82;19
2016;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;64;21
2023;3151;PGDESIGN;Programa de Pós-Graduação em Design;Doutorado;72;23
2019;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;70;13
2018;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;103;21
2013;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;115;23
2018;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;90;40
2020;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Mestrado Acadêmico;71;16
2012;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;61;9
2016;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;196;49
2023;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;84;12
2019;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;99;21
2013;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;53;9
2018;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;66;21
2012;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;107;15
2015;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Doutorado;63;17
2020;10339;PPGMUSPA;Programa de Pós-Graduação em Museologia e Patrimônio;Mestrado Acadêmico;39;6
2010;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;14;0
2017;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;40;14
2016;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;40;8
2015;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;41;9
2018;10775;PPGSCID;Programa de Pós-Graduação em Segurança Cidadã;Mestrado Profissional;50;0
2013;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;437;76
2022;11609;PGDREDES;Programa de Pós-Graduação em Dinâmicas Regionais e Desenvolvimento;Mestrado Acadêmico;62;17
2013;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Mestrado Acadêmico;33;10
2017;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;631;98
2019;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;72;21
2011;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;65;13
2011;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;55;2
2015;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;99;37
2019;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;47;3
2012;601;PPGBOT;Programa de Pós-Graduação em Botânica;Mestrado Acadêmico;33;11
2016;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;14;3
2020;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;100;14
2019;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Mestrado Acadêmico;72;23
2012;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;91;27
2012;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;24;1
2018;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;27;4
2010;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;104;21
2021;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Mestrado Acadêmico;38;8
2018;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;50;0
2010;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;12;0
2013;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;74;12
2015;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;227;40
2020;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;31;5
2015;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;155;19
2015;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Doutorado;10;0
2017;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;108;33
2014;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;184;47
2023;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;129;34
2019;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;8;0
2019;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Mestrado Acadêmico;60;24
2015;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;130;32
2014;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;199;62
2020;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;72;8
2020;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;77;18
2017;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;134;19
2023;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;63;25
2021;11577;PPGCIN;Programa de Pós-Graduação em Ciência da Informação;Mestrado Acadêmico;59;20
2013;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;45;15
2018;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;27;3
2010;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;65;18
2015;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Doutorado;43;9
2022;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;77;10
2019;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;103;25
2017;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;78;15
2020;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;40;10
2011;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;76;24
2011;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;54;8
2020;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Mestrado Acadêmico;62;21
2017;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;43;9
2023;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;19;3
2023;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;49;11
2017;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;44;18
2016;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;48;12
2011;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;14;0
2021;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;75;9
2022;10339;PPGMUSPA;Programa de Pós-Graduação em Museologia e Patrimônio;Mestrado Acadêmico;42;8
2022;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;110;15
2014;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;140;27
2010;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;29;10
2015;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;30;5
2022;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;30;6
2016;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;49;16
2013;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;72;10
2015;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;53;9
2015;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Mestrado Acadêmico;53;16
2010;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;78;20
2019;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;42;14
2018;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;76;17
2014;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;41;8
2012;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;71;12
2018;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;66;30
2011;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Doutorado;108;15
2019;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;31;6
2022;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Mestrado Acadêmico;84;18
2012;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;24;0
2011;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;44;9
2020;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;71;6
2014;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;90;8
2011;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;60;8
2011;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Mestrado Acadêmico;35;5
2016;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;33;4
2019;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;26;9
2014;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;30;8
2010;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;48;2
2010;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;28;6
2011;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Mestrado Acadêmico;118;36
2021;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;154;21
2021;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;117;23
2014;7586;PPGFARTP;Programa de Pós-Graduação em Ciências Biológicas: Farmacologia e Terapêutica;Mestrado Acadêmico;8;0
2020;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;17;3
2020;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;48;9
2015;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;38;6
2019;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;18;5
2013;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;60;9
2010;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;24;3
2022;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;77;15
2011;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;27;6
2010;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;15;0
2013;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;77;15
