Ano;CodOrgao;SiglaPPG;NomePPG;NivelCursoPG;NrMatriculados;NrTitulados
2018;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2021;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;54;8
2013;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;64;6
2011;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Doutorado;39;8
2022;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;71;20
2010;1638;MPENG;Programa de Pós-Graduação em Engenharia - Mestrado Profissionalizante;Mestrado Profissional;1;0
2012;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;51;6
2011;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;61;23
2023;653;PPGEDU;Programa de Pós-Graduação em Educação;Mestrado Acadêmico;256;43
2016;3151;PGDESIGN;Programa de Pós-Graduação em Design;Mestrado Acadêmico;73;23
2023;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;110;14
2017;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;61;15
2023;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;24;5
2018;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Doutorado;75;7
2014;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;68;13
2022;10420;PPGCI;Programa de Pós-Graduação em Engenharia Civil: Construção e Infraestrutura;Doutorado;116;10
2021;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Mestrado Acadêmico;51;14
2019;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;113;13
2022;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Profissional;89;10
2016;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;21;7
2017;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;40;13
2013;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;56;7
2019;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;129;38
2021;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;86;18
2012;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;55;7
2020;10775;PPGSCID;Programa de Pós-Graduação em Segurança Cidadã;Mestrado Profissional;50;8
2011;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;111;12
2013;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;98;13
2018;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Doutorado;40;6
2016;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;47;9
2020;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;30;2
2021;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;134;34
2021;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Mestrado Acadêmico;135;12
2022;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;41;3
2016;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;87;11
2023;445;PGDR;Programa de Pós-Graduação em Desenvolvimento Rural;Doutorado;85;12
2021;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;3;1
2015;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;40;12
2017;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;37;6
2011;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;76;23
2011;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;296;18
2015;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;106;21
2017;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;25;6
2017;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Doutorado;32;0
2013;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;98;21
2021;7946;PPGCLIC;Programa de Pós-Graduação em Psicanálise: Clínica e Cultura;Mestrado Acadêmico;54;6
2023;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;41;8
2022;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Mestrado Acadêmico;36;11
2013;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;33;14
2023;10402;PPGANS;Programa de Pós-Graduação em Alimentação, Nutrição e Saúde;Mestrado Acadêmico;54;17
2018;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;17;3
2016;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;86;19
2018;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Profissional;4;1
2014;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;32;8
2016;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Mestrado Acadêmico;71;20
2019;5730;PPGNANO;Programa de Pós-Graduação em Nanotecnologia Farmacêutica;Doutorado;5;1
2015;1139;PPGCOMINF;Programa de Pós-Graduação em Comunicação e Informação;Doutorado;79;12
2012;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;63;18
2015;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;47;3
2019;10339;PPGMUSPA;Programa de Pós-Graduação em Museologia e Patrimônio;Mestrado Acadêmico;30;8
2023;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;25;7
2017;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Doutorado;78;17
2011;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;60;13
2011;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Mestrado Acadêmico;73;17
2022;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;125;15
2013;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;44;9
2020;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Doutorado;7;0
2021;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;52;12
2012;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;35;11
2011;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;51;8
2010;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;83;15
2014;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;102;26
2023;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;68;18
2019;10081;PPGMNPEF;Mestrado Nacional Profissional em Ensino de Física;Mestrado Profissional;29;8
2023;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;71;20
2023;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;53;17
2018;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Doutorado;72;13
2023;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;51;7
2014;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Doutorado;37;2
2016;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;39;6
2016;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Doutorado;100;17
2018;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;74;19
2017;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;99;19
2010;2789;PPGEMAT;Programa de Pós-Graduação em Ensino de Matemática;Mestrado Profissional;48;5
2013;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;49;7
2021;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Doutorado;68;16
2022;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Doutorado;44;4
2018;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;50;14
2016;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;48;7
2012;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;63;13
2018;9498;PPGCCONT;Programa de Pós-Graduação em Controladoria e Contabilidade - Mestrado Acadêmico;Mestrado Acadêmico;30;8
2016;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;20;0
2012;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;187;65
2019;10775;PPGSCID;Programa de Pós-Graduação em Segurança Cidadã;Mestrado Profissional;50;0
2011;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;99;6
2016;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Doutorado;84;13
2017;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;50;15
2013;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;53;7
2012;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;23;0
2011;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;109;12
2021;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;57;4
2015;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Doutorado;52;9
2020;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;43;1
2011;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;42;8
2021;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;89;25
2011;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;117;8
2021;11584;PPGESTATISTICA;Programa de Pós-Graduação em Estatística;Mestrado Acadêmico;30;6
2021;10628;PROFQUI;Programa de Pós-Graduação do Mestrado Profissional em Química em Rede Nacional;Mestrado Profissional;28;7
2018;9003;PPGPSSS;Programa de Pós-Graduação em Política Social e Serviço Social;Mestrado Acadêmico;44;12
2018;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;33;12
2013;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;27;5
2015;5332;PPGEEI;Programa de Pós-Graduação em Estudos Estratégicos Internacionais;Mestrado Acadêmico;38;12
2018;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;41;10
2013;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;37;4
2018;3108;PPGAC;Programa de Pós-Graduação em Artes Cênicas;Mestrado Acadêmico;42;15
2021;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Doutorado;34;7
2021;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Doutorado;61;5
2017;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;96;13
2010;478;PPGHIS;Programa de Pós-Graduação em História;Mestrado Acadêmico;80;16
2017;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;69;40
2011;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;38;9
2011;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Doutorado;41;6
2015;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;228;63
2022;575;PGGEO;Programa de Pós-Graduação em Geociências;Doutorado;125;7
2015;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Mestrado Acadêmico;99;19
2013;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Mestrado Acadêmico;74;15
2015;603;PPGFISIO;Programa de Pós-Graduação em Ciências Biológicas: Fisiologia;Doutorado;46;16
2023;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;25;9
2012;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;8;0
2021;7483;PPGGO;Programa de Pós-Graduação em Ciências da Saúde: Ginecologia e Obstetrícia;Mestrado Acadêmico;76;20
2019;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Doutorado;54;8
2023;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;30;4
2018;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;85;30
2023;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Mestrado Acadêmico;36;5
2012;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;130;27
2013;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;41;6
2014;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Mestrado Acadêmico;37;12
2019;5379;PPGASFAR;Programa de Pós-Graduação em Assistência Farmacêutica;Mestrado Acadêmico;24;6
2020;9699;PROFAGUA;Programa de Pós-Graduação em Gestão e Regulação de Recursos Hídricos;Mestrado Profissional;23;3
2010;684;PPGLET;Programa de Pós-Graduação em Letras;Doutorado;161;20
2021;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;45;9
2013;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Mestrado Acadêmico;53;10
2019;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;35;7
2014;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;49;10
2021;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Mestrado Acadêmico;13;6
2011;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Mestrado Acadêmico;68;14
2018;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Mestrado Acadêmico;68;20
2013;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Profissional;1;1
2019;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;65;13
2017;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;62;24
2012;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Doutorado;37;8
2010;585;PPGQUI;Programa de Pós-Graduação em Química;Mestrado Acadêmico;86;31
2023;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Mestrado Acadêmico;59;16
2018;692;PROPUR;Programa de Pós-Graduação em Planejamento Urbano e Regional;Doutorado;54;8
2021;1313;PPGENF;Programa de Pós-Graduação em Enfermagem;Doutorado;80;9
2010;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;86;19
2012;1521;PPGBCM;Programa de Pós-Graduação em Biologia Celular e Molecular;Doutorado;97;20
2021;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Doutorado;90;13
2012;393;PROMEC;Programa de Pós-Graduação em Engenharia Mecânica;Mestrado Acadêmico;99;37
2017;637;PPGFIS;Programa de Pós-Graduação em Física;Doutorado;91;19
2020;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;158;25
2019;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;43;13
2019;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;199;46
2010;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;41;4
2018;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Mestrado Acadêmico;19;9
2013;644;PPGMATPU;Programa de Pós-Graduação em Matemática Pura;Mestrado Acadêmico;26;8
2012;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Profissional;47;13
2020;435;PPGMUS;Programa de Pós-Graduação em Música;Mestrado Acadêmico;53;12
2022;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;34;3
2016;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;34;8
2013;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Doutorado;70;7
2020;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;77;13
2011;1433;PGGEA;Programa de Pós-Graduação em Geografia;Doutorado;63;10
2017;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Doutorado;46;4
2020;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Mestrado Acadêmico;34;7
2011;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;42;13
2020;637;PPGFIS;Programa de Pós-Graduação em Física;Mestrado Acadêmico;56;17
2014;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Mestrado Acadêmico;11;4
2010;691;PPGARQ;Programa de Pós-Graduação em Arquitetura;Mestrado Acadêmico;30;2
2010;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Doutorado;89;10
2011;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Mestrado Acadêmico;24;5
2022;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;227;41
2019;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;113;12
2014;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Mestrado Acadêmico;91;30
2015;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;57;10
2016;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;44;9
2021;600;PPGBIOQ;Programa de Pós-Graduação em Ciências Biológicas: Bioquímica;Doutorado;106;11
2014;478;PPGHIS;Programa de Pós-Graduação em História;Doutorado;84;8
2018;444;PPGECO;Programa de Pós-Graduação em Economia;Doutorado;95;20
2021;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;47;0
2022;427;PPGDIR;Programa de Pós-Graduação em Direito;Mestrado Acadêmico;178;74
2015;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Acadêmico;580;81
2015;392;PPGEC;Programa de Pós-Graduação em Engenharia Civil;Mestrado Acadêmico;126;41
2017;9086;PPGAOA;Programa de Pós-Graduação em Alimentos de Origem Animal - Mestrado Profissionalizante;Mestrado Profissional;19;5
2023;420;PPGC;Programa de Pós-Graduação em Medicina: Ciências Cirúrgicas;Mestrado Acadêmico;48;11
2012;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;46;14
2015;1859;PPGCTA;Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos;Mestrado Acadêmico;45;12
2013;653;PPGEDU;Programa de Pós-Graduação em Educação;Doutorado;288;51
2022;2685;PPGCMED;Programa de Pós-Graduação em Ciências Médicas;Mestrado Acadêmico;107;24
2022;480;PPGSOC;Programa de Pós-Graduação em Sociologia;Mestrado Acadêmico;58;21
2012;437;PPGAV;Programa de Pós-Graduação em Artes Visuais;Mestrado Acadêmico;48;9
2015;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Mestrado Acadêmico;103;23
2023;395;PPGRH;Programa de Pós-Graduação em Recursos Hídricos e Saneamento Ambiental;Mestrado Acadêmico;83;20
2022;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Doutorado;62;15
2016;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Doutorado;100;17
2012;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;73;21
2020;7999;PROFHIST;Programa de Pós-Graduação em Ensino de História;Mestrado Profissional;68;16
2013;1140;PPGEE;Programa de Pós-Graduação em Engenharia Elétrica;Doutorado;37;3
2014;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;47;5
2023;12125;PPGPROFSAUDE;Mestrado Profissional em Saúde da Família;Mestrado Profissional;6;0
2011;2716;PGMICRO;Programa de Pós-Graduação em Microeletrônica;Doutorado;34;2
2019;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;43;10
2018;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;134;34
2013;684;PPGLET;Programa de Pós-Graduação em Letras;Mestrado Acadêmico;181;55
2011;479;PPGPSI;Programa de Pós-Graduação em Psicologia;Doutorado;88;17
2015;416;PPGSCA;Programa de Pós-Graduação em Saúde da Criança e do Adolescente;Doutorado;60;17
2021;12125;PPGPROFSAUDE;Mestrado Profissional em Saúde da Família;Mestrado Profissional;6;0
2022;1216;PPGEQ;Programa de Pós-Graduação em Engenharia Química;Doutorado;91;9
2018;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;43;10
2013;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;18;4
2015;1375;PPGZOOT;Programa de Pós-Graduação em Zootecnia;Doutorado;94;16
2022;3646;PPGECIES;Programa de Pós-Graduação Educação em Ciências: Química da Vida e Saúde - Associação de IES;Doutorado;184;27
2010;585;PPGQUI;Programa de Pós-Graduação em Química;Doutorado;105;11
2019;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;54;12
2022;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Doutorado;30;0
2015;605;PPGNEURO;Programa de Pós-Graduação em Ciências Biológicas: Neurociências;Doutorado;45;6
2016;1552;PPGPSISI;Programa de Pós-Graduação em Psicologia Social e Institucional;Mestrado Acadêmico;83;24
2020;1536;PPGAGRON;Programa de Pós-Graduação em Agronegócios;Doutorado;63;8
2016;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;118;23
2020;466;PPGVET;Programa de Pós-graduação em Ciências Veterinárias;Doutorado;98;16
2018;401;PPGEP;Programa de Pós-Graduação em Engenharia de Produção;Mestrado Acadêmico;80;31
2015;418;PPGPSQ;Programa de Pós-Graduação em Psiquiatria e Ciências do Comportamento;Mestrado Acadêmico;46;16
2017;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Mestrado Acadêmico;57;18
2020;1074;PPGBIOAN;Programa de Pós-Graduação em Biologia Animal;Doutorado;41;6
2014;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;56;7
2011;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Doutorado;61;7
2015;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;36;3
2020;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Doutorado;130;22
2011;602;PPGECOL;Programa de Pós-Graduação em Ecologia;Doutorado;41;6
2021;11430;PPGCOM;Programa de Pós-Graduação em Comunicação;Doutorado;50;1
2019;412;PPGCARD;Programa de Pós-Graduação em Ciências da Saúde: Cardiologia e Ciências Cardiovasculares;Doutorado;47;6
2023;444;PPGECO;Programa de Pós-Graduação em Economia;Mestrado Acadêmico;48;13
2017;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;10;0
2011;4212;PPGMAE;Programa de Pós-Graduação em Medicina Animal: Equinos;Mestrado Acadêmico;22;3
2010;414;PPGGAST;Programa de Pós-Graduação Ciências em Gastroenterologia e Hepatologia;Doutorado;21;3
2023;8592;PPGPP;Programa de Pós-Graduação em Políticas Públicas;Doutorado;53;4
2014;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Mestrado Acadêmico;54;16
2012;2612;PPGENFIS;Programa de Pós-Graduação em Ensino de Física;Doutorado;21;2
2020;1493;PPGEPIDE;Programa de Pós-Graduação em Epidemiologia;Mestrado Acadêmico;43;11
2021;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;57;7
2018;443;PPGA;Programa de Pós-Graduação em Administração;Mestrado Profissional;21;6
2014;376;PPGCF;Programa de Pós-Graduação em Ciências Farmacêuticas;Mestrado Acadêmico;94;27
2017;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;152;48
2012;427;PPGDIR;Programa de Pós-Graduação em Direito;Doutorado;70;14
2010;1275;PPGODONT;Programa de Pós-Graduação em Odontologia;Mestrado Acadêmico;57;9
2022;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Doutorado;332;35
2019;6313;PPGCOL;Programa de Pós-Graduação em Saúde Coletiva;Mestrado Acadêmico;65;1
2021;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;1;0
2023;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;70;17
2018;1287;PPGSR;Programa de Pós-Graduação em Sensoriamento Remoto;Mestrado Acadêmico;44;11
2014;1132;PPGMAPLI;Programa de Pós-Graduação em Matemática Aplicada;Doutorado;38;3
2010;477;PPGFIL;Programa de Pós-Graduação em Filosofia;Doutorado;31;4
2015;417;PPGPNEUM;Programa de Pós-Graduação em Ciências Pneumológicas;Doutorado;45;10
2013;476;PPGCP;Programa de Pós-Graduação em Ciência Política;Doutorado;97;11
2014;575;PGGEO;Programa de Pós-Graduação em Geociências;Mestrado Acadêmico;137;37
2021;706;PPGCC;Programa de Pós-Graduação em Computação;Mestrado Acadêmico;215;32
2015;435;PPGMUS;Programa de Pós-Graduação em Música;Doutorado;54;13
2021;1222;PPGENDO;Programa de Pós-Graduação em Ciências Médicas: Endocrinologia;Mestrado Acadêmico;41;11
2018;1248;PPGCIMAT;Programa de Pós-Graduação em Ciências dos Materiais;Doutorado;56;8
2013;475;PPGANT;Programa de Pós-Graduação em Antropologia Social;Mestrado Acadêmico;63;19
2013;698;PPGCMH;Programa de Pós-Graduação em Ciências do Movimento Humano;Mestrado Acadêmico;117;27
2011;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;119;12
2017;601;PPGBOT;Programa de Pós-Graduação em Botânica;Doutorado;55;9
2018;604;PPGEN;Programa de Pós-Graduação em Genética e Biologia Molecular;Mestrado Acadêmico;49;15
2020;394;PPGEM;Programa de Pós-Graduação em Engenharia de Minas, Metalúrgica e de Materiais;Mestrado Profissional;4;0
2015;706;PPGCC;Programa de Pós-Graduação em Computação;Doutorado;148;25
2014;5750;PPGENSAU;Programa de Pós-Graduação em Ensino na Saúde;Mestrado Profissional;19;19
2020;1376;PPGMAA;Programa de Pós-Graduação em Microbiologia Agrícola e do Ambiente;Mestrado Acadêmico;37;12
2022;1374;PPGFITO;Programa de Pós-Graduação em Fitotecnia;Doutorado;46;5
2018;1223;PPGIE;Programa de Pós-Graduação em Informática na Educação;Doutorado;100;17
2022;1377;PPGSOLO;Programa de Pós-Graduação em Ciência do Solo;Mestrado Acadêmico;28;8
